3950,-7.14795524998475e-07,8.9570127888351e-07
3951,-7.48082594371534e-07,8.51408776772846e-07
3952,-7.7694468372135e-07,7.96050636095104e-07
3953,-8.00724839265577e-07,7.29910039664589e-07
3954,-8.18847460585149e-07,6.5350642648531e-07
3955,-8.30841436036371e-07,5.67594980775294e-07
3956,-8.36361745217502e-07,4.73159040766022e-07
3957,-8.35208646513993e-07,3.71395318090148e-07
3958,-8.27343602580127e-07,2.63692093400948e-07
3959,-8.12901169916321e-07,1.51600835916948e-07
3960,-7.92196189108647e-07,3.68019708545129e-08
3961,-7.65725756477707e-07,-7.89342241906909e-08
3962,-7.34165630640103e-07,-1.9379038799665e-07
3963,-6.98360921972308e-07,-3.05947123095584e-07
3964,-6.593111210185e-07,-4.1362880922577e-07
3965,-6.18149734433042e-07,-5.15148606681319e-07
3966,-5.76119004603044e-07,-6.08951077187823e-07
3967,-5.34540382257619e-07,-6.9365092285203e-07
3968,-4.94781591346298e-07,-7.68066483982511e-07
3969,-4.58221264557602e-07,-8.31246838861594e-07
3970,-4.26212229856212e-07,-8.82491604254586e-07
3971,-4.00044588983156e-07,-9.21362833020568e-07
3972,-3.80909745673058e-07,-9.4768873071381e-07
3973,-3.69866514213741e-07,-9.61559250942032e-07
3974,-3.67810369813244e-07,-9.63313963040638e-07
3975,-3.75446794878338e-07,-9.53522898939503e-07
3976,-3.93269535225201e-07,-9.32961363503423e-07
3977,-4.2154441420129e-07,-9.02579920499651e-07
3978,-4.60299168325578e-07,-8.63470933663762e-07
3979,-5.09319573395678e-07,-8.16833141308775e-07
3980,-5.68151933074869e-07,-7.63935769449507e-07
3981,-6.36111810325327e-07,-7.06083642325474e-07
3982,-7.12298702460703e-07,-6.445846342753e-07
3983,-7.95616198740745e-07,-5.80720630643438e-07
3984,-8.84797019750067e-07,-5.15722938561664e-07
3985,-9.78432223369579e-07,-4.50752824453856e-07
3986,-1.07500377469091e-06,-3.86887569198104e-07
3987,-1.17291961720704e-06,-3.25112140190539e-07
3988,-1.27055034939088e-06,-2.66316298168459e-07
3989,-1.36626660278968e-06,-2.11296700614602e-07
3990,-1.45847623277199e-06,-1.60763345998465e-07
3991,-1.54566046836304e-06,-1.15349534433807e-07
3992,-1.62640822025023e-06,-7.56244076719388e-08
3993,-1.6994478130366e-06,-4.21070781693595e-08
3994,-1.76367548626355e-06,-1.52813629236104e-08
3995,-1.81818009590899e-06,4.38980116327293e-09
3996,-1.86226354154463e-06,1.64510748145034e-08
3997,-1.89545654192794e-06,2.04432347569906e-08
3998,-1.9175294815925e-06,1.58939889039394e-08
3999,-1.92849815128724e-06,2.31139999796554e-09
4000,-1.92862430437712e-06,-2.08199538082614e-08
4001,-1.91841104815906e-06,-5.40401223538177e-08
4002,-1.89859318216153e-06,-9.79124163569392e-08
4003,-1.87012268364902e-06,-1.53019826406138e-07
4004,-1.83414962257796e-06,-2.19959596611446e-07
4005,-1.79199886307446e-06,-2.99336351821088e-07
4006,-1.74514297517943e-06,-3.91754167059654e-07
4007,-1.69517183836516e-06,-4.97807921252137e-07
4008,-1.64375946662878e-06,-6.18074201504107e-07
4009,-1.59262862354962e-06,-7.53101928649355e-07
4010,-1.54351382460613e-06,-9.03402770427709e-07
4011,-1.4981233436507e-06,-1.0694413071609e-06
4012,-1.45810085141032e-06,-1.25162482753973e-06
4013,-1.4249873171494e-06,-1.45029256934419e-06
4014,-1.40018380131386e-06,-1.6657041898182e-06
4015,-1.3849157582719e-06,-1.89802725856156e-06
4016,-1.38019945533706e-06,-2.14732361455331e-06
4017,-1.38681109809682e-06,-2.41353451721092e-06
4018,-1.40525923337189e-06,-2.69646464468325e-06
4019,-1.43576098018274e-06,-2.99576514311761e-06
4020,-1.47822261568824e-06,-3.31091609793812e-06
4021,-1.53222501642294e-06,-3.64120896968713e-06
4022,-1.59701442397874e-06,-3.98572969899003e-06
4023,-1.67149896673409e-06,-4.34334332377435e-06
4024,-1.75425132311091e-06,-4.71268105386559e-06
4025,-1.84351785468022e-06,-5.0921308021435e-06
4026,-1.93723446675118e-06,-5.47983216888252e-06
4027,-2.03304936758446e-06,-5.87367681142972e-06
4028,-2.12835279326533e-06,-6.27131500360209e-06
4029,-2.22031364248828e-06,-6.67016900088729e-06
4030,-2.30592282397579e-06,-7.06745358562235e-06
4031,-2.3820429601141e-06,-7.46020388155733e-06
4032,-2.44546391613788e-06,-7.84531021361252e-06
4033,-2.49296343877378e-06,-8.21955946270857e-06
4034,-2.5213719970263e-06,-8.57968204527946e-06
